0,1,2,3,4,credit.policy
1.1112529571038454,-0.9076271076135412,0.29820183867325634,1.4045321295966693,-0.39493364211151066,1
1.0292038228725202,-0.5204842149983477,-0.9261738622728648,-0.25111514702803656,-0.265435034965119,1
-0.9850514348631527,0.07199130501650206,-0.4504705707301214,0.1549286097218297,0.15260587404454806,1
1.0279312005149572,-0.3333879726604296,-0.36818080163338485,-0.5302699046786034,-0.5358286625219261,1
-0.7859936174386801,-0.09845629895004293,-0.8148216950567536,0.506610652496364,0.21150513919610547,1
2.3536941187072107,-1.3711802150454764,0.24886558474735335,-0.3949422001050686,0.33928769968694183,1
-0.9678775538664611,0.18459045570012195,-1.267661258073547,0.4365976799841197,-0.15448654961391584,1
0.4393331228234826,-0.7381600807833684,-0.4567232267552789,-0.24619478364099612,0.3586709468843518,1
3.436137543636231,-0.09630932591507119,-0.7533228135323234,-0.7641637492631033,0.10069874477781435,1
-1.0894372751022376,-0.08811853388555871,-0.7667617881900108,-1.0189039446882238,-0.06032751663374756,1
-0.1165671055335818,0.588231970033549,-0.35997693250468843,0.43584123139753944,1.2314653963211006,1
-0.6321683325592493,0.38680822790853947,0.4153737156446171,0.6315629501191954,-0.4089143241843409,1
-0.7091670472065622,-1.6156059918648842,0.6703065925353772,-0.2686542519589092,0.3614330565145532,1
-1.0127427008656749,-1.655119652474227,0.6870532720497996,-0.7499103266334314,-0.4358343970051873,1
-1.2231674266799186,-0.7533438347118853,-1.2572131102930137,-1.5804592064707241,-0.2615367899202128,1
-0.6601540851720659,-0.5261067615334365,0.35241606819686033,0.3601550130963918,1.0873326790145523,1
-1.1550987742938124,-0.11204835945745156,-1.2090845742608647,-0.037981855238191684,0.22808945161895278,1
-0.396996978977316,-1.44345172756298,1.5252076118095284,0.35801043354237033,-0.3185301275915746,1
-0.6840911426906575,-0.6949997277270756,-0.4855400400221027,0.18298249996647342,-0.9330311894051612,1
-1.177772672619553,1.4425919221284491,-0.6136936875563139,0.07725765676932324,-0.758356592482261,1
