0,1,2,3,4,credit.policy
1.4198397366990645,-0.2035348467396297,0.05552487062600305,-0.46868065804676806,-0.11178240166029442,0.0
-0.7516708786181823,-1.6983416470965715,2.175520829200685,-0.6155305987769824,-0.26072337022620845,0.0
1.4624204792324023,0.6138010653813513,0.10859594565640131,0.12172376934048394,0.004675263928768322,0.0
1.337418544561066,-0.27394826253892474,-0.35664270435732065,-0.4133628927387096,-0.12184733038092611,0.0
1.4841600378148396,0.7681929039683716,0.18950735645480224,0.21478271172834826,0.026679286172339774,0.0
1.4732356149126251,0.17567652404782472,0.2542564051553673,-0.24011281773931062,-0.057736957845469096,0.0
-0.6094484957016816,-0.19832901638908737,0.1760573994199899,1.7069593116430928,3.9584705395226156,0.0
-1.2948708394836261,1.6801820539455858,0.41333071600108634,-0.45502119224899756,-0.11049998554592759,0.0
-0.9014087050930812,-2.246830038675755,1.512810731297927,-0.848370238907844,-0.338923846119733,0.0
1.5297706545000436,0.5771818569823676,0.4646714324529736,0.00189260163987864,-0.000514164479842375,0.0
-0.8079668620767846,-0.5783187901784583,-0.7736147582567224,1.6734405225598583,3.9042550286687994,0.0
-1.4671771704933896,0.9714147451986832,-0.33337600651580734,-0.7844681832295171,-0.21154351383659178,0.0
-0.8067920276738673,-2.0898056924894504,1.970368092634661,-0.8514836801090861,-0.31651507295619685,0.0
-0.9177657207260181,-2.362995677816466,1.4519323465646874,-0.9183885223817585,-0.35547984630072826,0.0
-1.448866595610942,1.1014543368935321,-0.26522676417261287,-0.7060874412005166,-0.193010189184294,0.0
-1.5102587190250178,0.15052216661834025,-0.3883110071500461,-1.3770163743167403,-0.32850807777339747,0.0
1.399044506884379,-0.35122017129459343,-0.021871888641338353,-0.5576972811731724,-0.13283060729277596,0.0
-0.8134069452335789,-2.5525976392118452,-2.4168676422928317,-1.4360624175241656,0.1912105713596442,0.0
-0.7737208394711996,-2.2707514917025464,-2.269161846236661,-1.2661809999353322,0.23137946212367277,0.0
-1.4150032812891857,0.8270153029291948,-0.03378440422022094,-0.9692633714774432,-0.23209384917660877,0.0
-0.7859967978591819,-1.9421203679344865,2.047764851902002,-0.7624670569826818,-0.29546686732371535,0.0
1.4105388881888075,0.24534398748504238,-0.0844996367531794,-0.1003619723551661,-0.04783747127816466,0.0
1.375715415475379,-0.5169006887504521,-0.10869930472659253,-0.6575604207654002,-0.15644349917093275,0.0
-0.5973792227277905,0.1721901403232418,-0.04001255701934501,3.3749853833491867,-1.509449534316242,0.0
-0.6527367886492029,-0.9957231467566307,2.5437388298142274,-0.1920306577038073,-0.16058573826510653,0.0
-0.7682639009491663,-1.8161833785963877,2.1137640625617387,-0.686559138905071,-0.2775182481476955,0.0
-1.2757693880426066,1.8158383597751881,0.48442348352575004,-0.37325500263508116,-0.09116616325147472,0.0
-0.7665229798396229,-1.8038195575961538,2.1202435125711636,-0.6791069049224688,-0.27575614857822023,0.0
1.3704920059702268,-0.5539967408223142,-0.12814005972798828,-0.6799198887539034,-0.16173045191667565,0.0
-0.7870395718307965,-1.4345936404522361,1.9384756724213221,-0.35879863409139984,-0.22316340219267142,0.0
-0.5265752480225813,0.1600994173235773,0.32891745872493666,3.269938642924835,-1.5111431475103487,0.0
-0.5984267875810292,-0.35018193248720925,0.061496691570641526,2.9623689995535702,-1.5838687674296144,0.0
1.399805770753644,0.1691186249367879,-0.12444670700535895,-0.14630644511221533,-0.058701158040277625,0.0
